,职位,公司,城市,薪资,经验,学历
232,android应用开发工程师,德科信息有限公司,深圳,19000.0,3-5年,大专
233,Android开发专家-双休/六险一金,北京思明启创科技有限公司,武汉,20000.0,5-10年,本科
234,android中高级开发工程师,上海若古信息科技有限公司,上海,15000.0,3-5年,本科
235,android研发工程师,北京怦然心动科技有限公司,北京,15000.0,3-5年,本科
236,Android图形软件开发高级工程师,联想（北京）有限公司,武汉,25000.0,5-10年,本科
237,高级 Android开发工程师 (MJ000178),广州希音供应链管理有限公司,深圳,20000.0,3-5年,本科
238,android高级开发工程师 (MJ001923),凤凰飞扬（北京）新媒体信息技术有限公司,北京,13000.0,5-10年,本科
239,Android研发工程师,上海一谈网络科技有限公司,广州,15000.0,3-5年,本科
240,Android SDK研发工程师（厂商技术方向）,抖音视界（北京）有限公司,深圳,30000.0,3-5年,本科
241,Android BSP系统驱动工程师-PICO,抖音视界（北京）有限公司,北京,40000.0,3-5年,本科
242,Android显示软件开发高级工程师,联想（北京）有限公司,武汉,25000.0,5-10年,本科
243,Android高级工程师-【视频】,联想（北京）有限公司,武汉,26000.0,5-10年,本科
244,Android系统工程师(SA6L),深圳市酷开网络科技股份有限公司,深圳,20000.0,5-10年,本科
245,车机中控系统开发工程师（Android）,深圳万顺叫车云信息技术有限公司,武汉,15000.0,5-10年,本科
246,Android CV开发,北京三星通信技术研究有限公司,北京,15000.0,不限,本科
247,Android开发架构师（智能座舱）,亿咖通（湖北）技术有限公司,武汉,30000.0,10年以上,本科
248,高级Android开发工程师 (MJ000037),美琦佳成网络科技有限公司,广州,15000.0,5-10年,本科
249,（成都）Android开发工程师,北京搜狐新媒体信息技术有限公司,成都,12000.0,不限,本科
250,中级Android开发工程师,广州优路网络科技有限公司,广州,15000.0,3-5年,大专
251,资深Android研发工程师,北京小熊博望科技有限公司,合肥,18000.0,5-10年,本科
252,android驱动开发工程师,佳思德科技（深圳）有限公司,深圳,12000.0,1-3年,大专
253,android助理软件工程师,重庆市易平方科技有限公司深圳分公司,深圳,13000.0,1-3年,本科
254,高级Android研发工程师(JCKXP),掌阅科技股份有限公司,北京,25000.0,5-10年,本科
255,Android开发工程师―今日头条,抖音视界（北京）有限公司,北京,25000.0,不限,本科
256,高级Android开发工程师-飞书业务中台,抖音视界（北京）有限公司,上海,25000.0,不限,本科
257,Flutter开发工程师（iOS/android）,深圳市天创进科技有限公司,深圳,15000.0,3-5年,大专
258,Android架构师,格尔软件股份有限公司,上海,30000.0,5-10年,本科
259,Android高级软件工程师,格尔软件股份有限公司,上海,24000.0,5-10年,本科
260,QQ基础-Android开发工程师,腾讯科技（深圳）有限公司,深圳,12000.0,1-3年,本科
261,Android开发工程师-STEAM,网易（杭州）网络有限公司,北京,20000.0,1-3年,本科
262,高级android应用研发工程师,OPPO广东移动通信有限公司,深圳,28000.0,5-10年,本科
263,Android逆向工程师(9PKV),深圳市一面网络技术有限公司,深圳,20000.0,3-5年,本科
264,初级android开发工程师,上海畅岑信息科技有限公司,上海,10000.0,1-3年,本科
265,资深android开发工程师,携程计算机技术（上海）有限公司,上海,30000.0,5-10年,本科
266,android技术专家,爱普拉维（北京）技术开发有限公司,杭州,35000.0,5-10年,本科
267,高级/资深android开发工程师,北京美餐巧达科技有限公司,北京,20000.0,3-5年,本科
268,高级android开发工程师 （武汉/南京）,丰疆智能（深圳）有限公司,武汉,20000.0,3-5年,本科
269,Android资深开发工程师 (MJ000062),上海仙途智能科技有限公司,上海,25000.0,3-5年,本科
270,Android/iOS SDK开发工程师（智能创作方向）,抖音视界（北京）有限公司,深圳,20000.0,1-3年,本科
271,智能创作解决方案研发工程师(iOS/Android方向),抖音视界（北京）有限公司,深圳,20000.0,1-3年,本科
272,android工程师,深圳市移卡科技有限公司,深圳,20000.0,3-5年,本科
273,android/ios开发工程师,携程计算机技术（上海）有限公司,上海,30000.0,5-10年,本科
274,Android开发工程师（工程机械）,丰疆智能（深圳）有限公司,武汉,20000.0,3-5年,本科
275,android系统开发工程师,上海蔚来汽车有限公司,上海,25000.0,不限,本科
276,高级Android开发工程师(海外直播）,广州智品网络科技有限公司,广州,25000.0,3-5年,本科
277,Android 高级应用工程师（AI方向）,OPPO广东移动通信有限公司,深圳,30000.0,5-10年,本科
278,Android 高级应用工程师（AI方向）,OPPO广东移动通信有限公司,南京,30000.0,5-10年,本科
279,Android操作系统开发专家,比亚迪汽车工业有限公司,北京,30000.0,10年以上,本科
280,Android资深开发工程师(Y9155),上海蔚来汽车有限公司,上海,30000.0,5-10年,本科
281,Android应用开发工程师（C/C++方向）,北京虹宇科技有限公司,北京,30000.0,不限,本科
282,Android资深工程师/专家,北京金堤科技有限公司,北京,30000.0,5-10年,本科
283,android逆向工程师,深圳麦风科技有限公司,深圳,15000.0,3-5年,大专
284,android开发工程师（双休+五险一金）,网思科技股份有限公司,福州,6000.0,1-3年,大专
285,高级Android开发工程师 ― 影像,抖音视界（北京）有限公司,深圳,20000.0,3-5年,本科
286,Android开发工程师 - 抖音创作工具,抖音视界（北京）有限公司,深圳,30000.0,3-5年,本科
287,Android开发岗,长城证券股份有限公司,深圳,20000.0,不限,本科
288,Android开发工程师【No.003】,北京优幕科技有限责任公司,北京,15000.0,3-5年,本科
289,初级Android工程师（电商APP）,大启科技（上海）有限公司,上海,10000.0,1-3年,本科
290,成都-Android开发工程师,元时空智能科技（重庆）有限公司,成都,18000.0,3-5年,本科
291,Android应用开发工程师(J10447),北京四维智联科技有限公司,北京,15000.0,3-5年,本科
292,Android高级开发工程师-K1472O,广东美的制冷设备有限公司,佛山,25000.0,5-10年,本科
293,Android工程师,上海阅文信息技术有限公司,深圳,15000.0,1-3年,本科
294,Android应用软件开发工程师,广州诺特软件开发有限公司,广州,8000.0,1-3年,本科
295,商业策略研发部_Android研发工程师,百度在线网络技术（北京）有限公司,北京,25000.0,1-3年,本科
296,高级Android工程师,北京小熊博望科技有限公司,北京,30000.0,5-10年,本科
297,高级android开发工程师 （南京）,丰疆智能（深圳）有限公司,南京,20000.0,3-5年,本科
298,Android研发工程师/专家,上海寻梦信息技术有限公司,上海,30000.0,3-5年,本科
299,Android Framework开发工程师(J10306),北京四维智联科技有限公司,北京,15000.0,5-10年,本科
300,Android SDK研发工程师（厂商技术方向）,抖音视界（北京）有限公司,深圳,30000.0,3-5年,本科
301,Android开发工程师 ― 剪映/相机,抖音视界（北京）有限公司,广州,30000.0,3-5年,本科
302,Android图形软件开发高级工程师,联想（北京）有限公司,深圳,25000.0,5-10年,本科
303,Android开发工程师（清远）-J155157,北京高梓行远科技有限公司,清远,10000.0,1-3年,本科
304,高级Android开发工程师-58集团总部,五八同城信息技术有限公司,北京,25000.0,3-5年,本科
305,android framework开发工程师,北京梦想绽放技术有限公司,北京,35000.0,5-10年,本科
306,Senior oftware Engineer (Android Kotlin),亿磐系统（深圳）有限公司,成都,15000.0,5-10年,本科
307,资深android工程师/架构师,北京小熊博望科技有限公司,合肥,25000.0,5-10年,本科
308,Android Framework 资深软件工程师,北京嘀嘀无限科技发展有限公司,北京,25000.0,5-10年,本科
309,Android研发工程师,北京猿力未来科技有限公司,北京,30000.0,3-5年,本科
310,Android Framework开发工程师/专家,亿咖通（湖北）技术有限公司,上海,20000.0,5-10年,本科
311,Android Framework开发工程师/专家,亿咖通（湖北）技术有限公司,杭州,20000.0,5-10年,本科
312,android系统开发工程师,成都阿加犀智能科技有限公司,成都,15000.0,5-10年,本科
313,Android高级软件研发工程师(D1482),小米科技有限责任公司,南京,30000.0,5-10年,本科
314,Android系统研发工程师(偏移动端虚拟化),上海卓盟信息科技有限公司,上海,25000.0,3-5年,本科
315,高级Android开发工程师-抖音支付,抖音视界（北京）有限公司,北京,25000.0,3-5年,本科
316,Android开发（高级）工程师,抖音视界（北京）有限公司,上海,20000.0,3-5年,本科
317,Android系统研发工程师(偏PC端虚拟化),上海卓盟信息科技有限公司,上海,25000.0,5-10年,本科
318,android底层驱动开发工程师,佳思德科技（深圳）有限公司,深圳,12000.0,3-5年,本科
319,资深Android开发工程师 (MJ015935),携程计算机技术（上海）有限公司,上海,30000.0,3-5年,本科
320,android framework开发工程师,杭州当贝网络科技有限公司,杭州,30000.0,5-10年,本科
321,高级android 架构师,昆仑数智科技有限责任公司,北京,20000.0,5-10年,本科
322,中级开发Android,昆仑数智科技有限责任公司,北京,15000.0,3-5年,本科
323,android framework开发工程师,北京卓越晨星科技有限公司,成都,25000.0,5-10年,本科
324,android逆向开发工程师,广州加兔网络科技有限公司,广州,13000.0,不限,大专
325,android研发工程师,广州翼辅科技有限公司,广州,12000.0,3-5年,本科
326,Android开发工程师(009241),中信银行股份有限公司信用卡中心,深圳,20000.0,3-5年,本科
327,Android开发工程师(009222),中信银行股份有限公司信用卡中心,深圳,20000.0,3-5年,本科
328,Android开发工程师(J10474),北京花房科技有限公司,上海,15000.0,不限,不限
329,android famework高级软件工程师,北京旗浦悄芸萍加邢薰司,北京,20000.0,1-3年,本科
330,高级Android开发工程师-飞书业务中台,抖音视界（北京）有限公司,北京,25000.0,不限,本科
331,Android研发工程师-抖音/直播,抖音视界（北京）有限公司,北京,30000.0,3-5年,本科
332,资深android开发工程师,聚量矩阵科技有限公司,杭州,20000.0,3-5年,大专
333,移动端开发工程师（Flutter/iOS/Android）,深圳市客路网络科技有限公司,深圳,16000.0,不限,不限
334,PTBU-Android研发工程师,广州酷狗计算机科技有限公司,广州,25000.0,5-10年,本科
335,Android 客户端开发-即时通讯（IM）开放能力,上海米哈游网络科技股份有限公司,上海,25000.0,不限,不限
336,Android技术专家,北京三快在线科技有限公司,北京,40000.0,不限,本科
337,SPBU-高级Android开发工程师,广州酷狗计算机科技有限公司,广州,18000.0,5-10年,本科
338,高级Android工程师(U4188),北京小熊博望科技有限公司,合肥,12000.0,3-5年,本科
339,Android开发工程师-【主站技术部】,北京达佳互联信息技术有限公司,北京,25000.0,3-5年,本科
340,高级Android工程师,深圳市迅雷网络技术有限公司,深圳,20000.0,3-5年,本科
341,android高级开发工程师（偏做产品的适配）,深圳看到科技有限公司,深圳,15000.0,3-5年,本科
342,Android系统工程师,摩斯智联科技有限公司,成都,23000.0,3-5年,本科
343,高级Android系统工程师 (MJ000120),成都极米科技股份有限公司,成都,15000.0,5-10年,本科
344,外卖技术-大前端研发工程师（Android、iOS、FE）,北京三快在线科技有限公司,北京,30000.0,3-5年,本科
345,Android/iOS 开发工程师（智能创作方向）,抖音视界（北京）有限公司,广州,30000.0,1-3年,本科
346,Android/iOS SDK开发工程师（企业产品方向）,抖音视界（北京）有限公司,广州,30000.0,1-3年,本科
347,高级 Android 开发工程师,深圳大宇无限科技有限公司,深圳,30000.0,5-10年,本科
348,资深Android开发工程师,上海阑途信息技术有限公司,上海,28000.0,3-5年,本科
349,架构师（Android),掌阅科技股份有限公司,北京,60000.0,5-10年,本科
350,资深android架构师,掌阅科技股份有限公司,北京,35000.0,5-10年,本科
351,Android 研发工程师 (MJ003794),北京智者天下科技有限公司,北京,25000.0,1-3年,本科
352,android开发工程师,昆山可圈可点信息服务有限公司,苏州,13000.0,3-5年,大专
353,安卓android开发工程师,北京搜狐互联网信息服务有限公司,北京,25000.0,3-5年,大专
354,安卓主管/高级安卓,上海瑛麒动漫科技有限公司,上海,20000.0,5-10年,本科
355,资深安卓工程师（音视频）,北京嘀嘀无限科技发展有限公司,北京,25000.0,5-10年,本科
356,flutter开发工程师（安卓）,上海瑞妮丝医疗美容门诊部有限公司,上海,10000.0,1-3年,本科
357,android开发工程师,成都锐石引擎科技有限公司,成都,13000.0,3-5年,大专
358,高级安卓开发工程师,琢品网络科技（上海）有限公司,上海,25000.0,5-10年,本科
359,前端开发（会原生安卓开发）,中电金信软件有限公司,上海,15000.0,5-10年,本科
360,Android高级研发工程师（国际化产品）,抖音视界（北京）有限公司,上海,26000.0,不限,本科
361,Android研发工程师（商业创作方向） - 剪映,抖音视界（北京）有限公司,北京,30000.0,不限,本科
362,安卓开发工程师(A36344),北京华卫迪特健康科技有限公司,北京,15000.0,1-3年,本科
363,高级安卓开发工程师,北京新美互通科技有限公司,南京,25000.0,5-10年,本科
364,高级安卓开发工程师,北京新美互通科技有限公司,北京,20000.0,5-10年,本科
365,安卓开发工程师（应届生/1-2年都可）,上海若古信息科技有限公司,广州,10000.0,不限,本科
366,安卓系统开发工程师,百度在线网络技术（北京）有限公司,北京,20000.0,3-5年,本科
367,安卓客户端开发,小米科技有限责任公司,北京,20000.0,3-5年,本科
368,安卓开发工程师-数据智能,广州海颐软件有限公司,广州,8000.0,1-3年,本科
369,安卓开发工程师,广州二向箔信息科技有限公司,广州,11000.0,1-3年,本科
370,安卓工程师（Kotlin）,亿磐系统（深圳）有限公司,苏州,15000.0,5-10年,不限
371,安卓开发工程师（交付）,深圳市即构科技有限公司,深圳,20000.0,3-5年,本科
372,资深安卓开发工程师,南京伯索网络科技有限公司,南京,20000.0,3-5年,本科
373,安卓系统工程师,蜂助手股份有限公司,深圳,20000.0,3-5年,大专
374,高级安卓开发工程师,融捷教育科技有限公司,北京,20000.0,3-5年,本科
375,Android开发技术专家-飞书日历,抖音视界（北京）有限公司,上海,20000.0,不限,本科
376,Android功耗优化负责人-PICO,抖音视界（北京）有限公司,北京,40000.0,不限,本科
377,安卓专家开发工程师 (MJ000120),上海兰亭集势信息技术有限公司,上海,15000.0,3-5年,本科
378,安卓系统开发工程师,丰疆智能（深圳）有限公司,武汉,18000.0,3-5年,本科
379,高级安卓开发工程师,亿磐系统（深圳）有限公司,成都,16000.0,5-10年,本科
380,安卓工程师,杭州数正云悦科技合伙企业（有限合伙）,杭州,15000.0,5-10年,本科
381,资深安卓开发工程师,广州凌隆网络科技有限公司,广州,10000.0,3-5年,本科
382,IoT开发工程师（安卓）,图腾视界（广州）数字科技有限公司,广州,15000.0,5-10年,本科
383,安卓应用开发工程师,广州视源电子科技股份有限公司,广州,18000.0,不限,本科
384,安卓系统工程师,北京康比特体育科技股份有限公司,北京,15000.0,3-5年,本科
385,高级安卓开发工程师,厦门美图之家科技有限公司,深圳,20000.0,5-10年,本科
386,高级安卓开发工程师,深圳市和讯华谷信息技术有限公司,深圳,30000.0,3-5年,本科
387,安卓系统开发工程师,广州视源电子科技股份有限公司,广州,18000.0,不限,本科
388,高级安卓开发工程师,亚信科技（中国）有限公司,武汉,15000.0,3-5年,本科
389,资深安卓开发工程师,亿磐系统（深圳）有限公司,苏州,14000.0,5-10年,本科
390,Android系统稳定性开发工程师-Pico,抖音视界（北京）有限公司,北京,40000.0,不限,本科
391,抖音搜索Android研发工程师,抖音视界（北京）有限公司,北京,25000.0,不限,本科
392,安卓高级开发工程师,亿磐系统（深圳）有限公司,苏州,14000.0,5-10年,本科
393,安卓/flutter开发工程师,华港咨询（深圳）有限公司,深圳,10000.0,3-5年,本科
394,安卓开发工程师 (MJ001098),广州广电运通金融电子股份有限公司,广州,14000.0,3-5年,本科
395,安卓BSP工程师,北京虹宇科技有限公司,北京,30000.0,5-10年,本科
396,高级安卓开发工程师,亿磐系统（深圳）有限公司,成都,20000.0,5-10年,本科
397,高级安卓开发工程师,深圳尚米网络技术有限公司,深圳,18000.0,3-5年,本科
398,高级安卓图形开发工程师,欧特克（中国）软件研发有限公司,上海,30000.0,5-10年,本科
399,安卓工程师,北京旗浦悄芸萍加邢薰司,北京,20000.0,1-3年,本科
400,软件工程师-安卓方向,北京旗浦悄芸萍加邢薰司,北京,12000.0,3-5年,本科
401,安卓系统工程师,广州视源电子科技股份有限公司,广州,18000.0,1-3年,本科
402,高级安卓开发工程师,南京伯索网络科技有限公司,南京,15000.0,3-5年,本科
403,安卓应用开发工程师,广州视源电子科技股份有限公司,广州,18000.0,3-5年,本科
404,安卓/ios/web 前端开发工程师,深圳唐果屋智能科技有限公司,深圳,15000.0,3-5年,本科
405,Android/iOS开发（高级）工程师-小说,抖音视界（北京）有限公司,北京,20000.0,不限,本科
406,Android开发工程师-今日头条,抖音视界（北京）有限公司,深圳,25000.0,3-5年,本科
407,高级安卓开发工程师,亿磐系统（深圳）有限公司,苏州,12000.0,5-10年,本科
408,高级安卓开发工程师,亿磐系统（深圳）有限公司,成都,15000.0,5-10年,本科
409,高级安卓开发工程师,深圳凡泰极客科技有限责任公司,深圳,16000.0,5-10年,本科
410,IM平台-客户端（IOS/安卓/PC）开发负责人,美的集团股份有限公司,佛山,30000.0,5-10年,本科
411,安卓高级开发工程师（深圳）,深圳市时代华盛网络科技有限公司,深圳,15000.0,5-10年,本科
412,安卓高级开发工程师（长沙）,深圳市时代华盛网络科技有限公司,长沙,15000.0,5-10年,本科
413,高级ios安卓web前端开发主管,深圳唐果屋智能科技有限公司,深圳,23000.0,3-5年,本科
414,SC-安卓开发工程师（武汉）,顺丰科技有限公司,武汉,20000.0,5-10年,本科
415,高级安卓开发工程师,北京王元具智能技术有限公司,北京,28000.0,5-10年,本科
416,安卓研发,上海一谈网络科技有限公司,广州,15000.0,1-3年,本科
417,高级android开发工程师,上海一家玖赢企业管理咨询有限公司,上海,30000.0,5-10年,本科
418,安卓开发工程师,光合万家（北京）人力资源管理服务有限公司,北京,15000.0,5-10年,本科
419,android开发工程师,深圳市为华领航时代科技有限公司,深圳,7000.0,1-3年,本科
420,高级Android客户端研发工程师 ― 穿山甲,抖音视界（北京）有限公司,深圳,30000.0,不限,本科
421,Android/iOS 研发工程师（智能创作）,抖音视界（北京）有限公司,北京,25000.0,3-5年,本科
422,Android技术专家,北京三快在线科技有限公司,北京,35000.0,5-10年,本科
423,Java/python/web/c/c++/js/go/测试/安卓,北京外企德科人力资源服务上海有限公司,西安,15000.0,不限,本科
424,安卓android开发工程师,上海荆轲网络科技有限公司,上海,12000.0,1-3年,大专
425,android开发工程师,尚能视觉科技（深圳）有限公司,深圳,13000.0,1-3年,本科
426,android开发工程师,上海元趣娱乐有限公司,北京,25000.0,5-10年,本科
427,安卓android开发工程师,广州映博智能科技有限公司,广州,10000.0,3-5年,本科
428,安卓android开发,广州华见智能科技有限公司,广州,6000.0,1-3年,大专
429,安卓android开发工程师,深圳市拓保软件有限公司,广州,15000.0,3-5年,本科
430,安卓android开发工程师,成都葫芦互娱科技有限公司,成都,13000.0,3-5年,本科
431,安卓android开发工程师,杭州一寒科技有限公司,杭州,15000.0,1-3年,本科
432,安卓android开发工程师,上海钒锝科技有限公司,上海,15000.0,3-5年,本科
433,安卓android开发工程师,杭州沧溟网络科技有限公司,杭州,13000.0,3-5年,本科
434,安卓android开发工程师（浙江嘉兴）,中国电子科技南湖研究院,广州,20000.0,1-3年,硕士
435,高级开发工程师 - Android - 国际化短视频（内容发现方向）,抖音视界（北京）有限公司,北京,50000.0,不限,本科
436,Android高级开发工程师-国际直播,抖音视界（北京）有限公司,北京,30000.0,不限,本科
437,Android（安卓）APP开发工程师,成都智煜云科技有限公司,成都,12000.0,3-5年,大专
438,安卓android开发工程师,四川吾品溯源电子商务有限公司,成都,6000.0,3-5年,大专
439,安卓android开发工程师,广州均欣科技有限公司,广州,8000.0,3-5年,本科
440,安卓android开发工程师,广东速狐信息科技有限公司,广州,10000.0,3-5年,本科
441,安卓android开发工程师,河南优臻交通科技有限公司,郑州,15000.0,3-5年,本科
442,安卓android开发工程师（日本岗位、汉语环境）,フュ`テック株式会社,北京,25000.0,不限,本科
443,安卓/Android开发工程师,成都小象科技有限公司,成都,5000.0,不限,大专
444,安卓android开发工程师,华为技术有限公司,深圳,15000.0,3-5年,本科
445,安卓android开发工程师,广州美街电子商务有限公司,广州,7000.0,1-3年,大专
446,安卓android开发工程师,北京数联领航网络科技有限公司,北京,12000.0,3-5年,本科
447,安卓android开发工程师,四川蜀天联络科技有限公司,成都,10000.0,3-5年,本科
448,安卓android开发工程师,上海红增信息技术有限公司,上海,12000.0,3-5年,大专
449,安卓android开发工程师,上海微创软件股份有限公司,上海,20000.0,5-10年,本科
